etso;nm_source;proprietario;operatore;impianto;company;localita_estesa;localita;provincia;latitudine;longitudine;zona;descrizione;tipo;sottotipo;mgp;mi;msd;pmin;pmax
UP_SETTIMO_T_1;;COFELY ITALIA S.P.A.;COFELY ITALIA S.P.A.;SETTIMO TORINESE;COFELY ITALIA;10036 SETTIMO TORINESE TO;SETTIMO TORINESE;TO;45,139586;7,7709784;NORD;CTE SETTIMO TORINESE ;TERMICO;COMBINATO;NO;NO;NO;43;58
UP_SPNTTMRNGO_1;;COFELY ITALIA S.P.A.;COFELY ITALIA S.P.A.;SPINETTA MARENGO;COFELY ITALIA;SPINETTA MARENGO AL;SPINETTA MARENGO;AL;44,8860434;8,6582238;NORD;C.TE DI SPINETTA ;TERMICO;COMBINATO;NO;NO;NO;20,14;26
UP_COLARI_1;;CO.LA.RI;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;COLARI;GSE;MALAGROTTA RM;MALAGROTTA;RM;41,883706;12,3337009;CSUD;IMPIANTO GASSIFICATORE;TERMICO;RINNOVABILE PROGRAMMABILE;SI;SI;NO;0;5
UP_CCCNSRZNRG_1;;CONSORZIO ENERGIA CANAVESE;AXPO ITALIA SPA;CEC - CONSORZIO ENERGIA CANAVESE;AXPO;10073 CIRIÈ TO;CIRIÈ;TO;45,2220005;7,5796815;NORD;L`IMPIANTO E DI COGENERAZIONE,QUINDI NON IN GRADO DI MODULARE E SEGUIRE GLI ORDINI DI DISPACCIAMENT;TERMICO;TURBOGAS;NO;NO;NO;3;9
UP_CMPMGGIORE_1;;C.R.E. PROJECT S.R.L.;DANSKE COMMODITIES A/S;CAMPOMAGGIORE;DANSKE COMMODITIES;85010 CAMPOMAGGIORE PZ;CAMPOMAGGIORE;PZ;40,5647688;16,0704107;SUD;---;EOLICO;EOLICO;SI;SI;NO;0;10,5
UP_ROTONDELLA_1;;C.R.E. PROJECT S.R.L.;DANSKE COMMODITIES A/S;ROTONDELLA;DANSKE COMMODITIES;75026 ROTONDELLA MT;ROTONDELLA;MT;40,1703314;16,524359;SUD;--- ;EOLICO;EOLICO;SI;SI;NO;0;18
UP_GIRIFALCO_1;;CS SOLAR 2;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;GIRIFALCO;GSE;88024 GIRIFALCO CZ;GIRIFALCO;CZ;38,8240653;16,4209345;ROSN;Unità di produzione da fonte rinnovabile-fotovoltaica - Potenza di picco 14329,10 kW;SOLARE;SOLARE;SI;SI;NO;0;14,329
UP_CNTRLBMSSS_1;;C&T SPA;CONSORZIO ENERGIE RINNOVABILI SCARL;AIRASCA_2;C.E.R.;10060 AIRASCA TO;AIRASCA;TO;44,9171106;7,4893491;NORD;UP APPARTENENTE ALLE TERMICHE RINNOVABILI ALIMENTATE DA FONTI RINN., BIOMASSE, PROGRAMMABILI ;TERMICO;RINNOVABILE PROGRAMMABILE;SI;SI;NO;0,4;13,5
UP_CNTRLBMSSC_1;;C&T SPA;CONSORZIO ENERGIE RINNOVABILI SCARL;TERMOLI 2;C.E.R.;86039 TERMOLI CB;TERMOLI;CB;41,9918193;14,9704042;SUD; UP APPARTENENTE ALLE TERMICHE RINNOVABILI ALIMENTATA DA FONTI RINN., BIOMASSE, PROGRAMMABILI;TERMICO;RINNOVABILE PROGRAMMABILE;SI;SI;NO;0,4;13,5
UP_AVISE_1;;C.V.A. SPA;C.V.A. TRADING SRL;AVISE;C.V.A.;11010 AVISE AO;AVISE;AO;45,7086376;7,1396438;NORD;AVISE ;IDRICO;FLUENTE;SI;SI;NO;13;126,5
UP_CHAMPAGNE_3;;C.V.A. SPA;C.V.A. TRADING SRL;CHAMPAGNE1;C.V.A.;11018 VILLENEUVE AO;VILLENEUVE;AO;45,7025599;7,2073384;NORD;CHAMPAGNE1_UNITA_PRODUZIONE_1 ;IDRICO;FLUENTE;SI;SI;NO;1,5;11,5
UP_CHAMPAGNE_4;;C.V.A. SPA;C.V.A. TRADING SRL;CHAMPAGNE2;C.V.A.;11018 VILLENEUVE AO;VILLENEUVE;AO;45,7075599;7,2003384;NORD;U.P. N 1 - CHAMPAGNE2 ;IDRICO;FLUENTE;SI;SI;NO;2;29
UP_CHATILLON_1;;C.V.A. SPA;C.V.A. TRADING SRL;CHATILLON;C.V.A.;11024 CHATILLON AO;CHATILLON;AO;45,7485816;7,6128015;NORD;U.P. N 1 - CHATILLON ;IDRICO;FLUENTE;SI;SI;NO;2;29
UP_CHAVONNE_1;;C.V.A. SPA;C.V.A. TRADING SRL;CHAVONNE;C.V.A.;CHAVONNE AO;CHAVONNE;AO;45,7019007;7,219332;NORD;U.P. N 1 - CHAVONNE ;IDRICO;FLUENTE;SI;SI;NO;4;27
UP_COVALOU_1;;C.V.A. SPA;C.V.A. TRADING SRL;COVALOU;C.V.A.;11024 CHATILLON AO;CHATILLON;AO;45,774301;7,595053;NORD;U.P. N 1 - COVALOU ;IDRICO;FLUENTE;SI;SI;NO;3,9;41
UP_HONE_1_1;;C.V.A. SPA;C.V.A. TRADING SRL;HONE1;C.V.A.;11020 HONE AO;HONE;AO;45,6121225;7,7368571;NORD;U.P. N 1 - HONE1 ;IDRICO;FLUENTE;SI;SI;NO;4;18,5
UP_HONE2_1;;C.V.A. SPA;C.V.A. TRADING SRL;HONE2;C.V.A.;11020 HONE AO;HONE;AO;45,6171225;7,7298571;NORD;U.P. N 1 - HONE2 ;IDRICO;FLUENTE;SI;SI;NO;2;11
UP_ISOLLAZ_1;;C.V.A. SPA;C.V.A. TRADING SRL;ISOLLAZ;C.V.A.;ISOLLAZ AO;ISOLLAZ;AO;45,6887162;7,7112024;NORD;U.P. N 1 - ISOLLAZ ;IDRICO;FLUENTE;SI;SI;NO;2;32
UP_MAEN_4;;C.V.A. SPA;C.V.A. TRADING SRL;MAEN CIGNANA;C.V.A.;MAEN AO;MAEN;AO;45,8690591;7,6172968;NORD;UP CREATA PER I GR. 1 E 2(MAEN SALTO MARMORE)-TERM. CIP 6: GR1 AL 07/08/10 - GR2 AL 19/11/10;IDRICO;FLUENTE;SI;SI;NO;2;22
UP_MONTJOVET_1;;C.V.A. SPA;C.V.A. TRADING SRL;MONTJOVET;C.V.A.;11020 MONTJOVET AO;MONTJOVET;AO;45,7064732;7,6748784;NORD;U.P. N 1 - MONTJOVET ;IDRICO;FLUENTE;SI;SI;NO;8;50
UP_PNTSTMRTIN_1;;C.V.A. SPA;C.V.A. TRADING SRL;PONT ST. MARTIN;C.V.A.;PONT ST. MARTIN AO;PONT ST. MARTIN;AO;45,594928;7,798357;NORD;U.P. N 1 - PONT ST. MARTIN ;IDRICO;FLUENTE;SI;SI;NO;30;45
UP_QUARTNUS_1;;C.V.A. SPA;C.V.A. TRADING SRL;QUARTNUS;C.V.A.;11020 NUS AO;NUS;AO;45,7399332;7,4674717;NORD;U.P. N  1 - QUARTNUS ;IDRICO;FLUENTE;SI;SI;NO;5;46
UP_QUINCINET_1;;C.V.A. SPA;C.V.A. TRADING SRL;QUINCINETTO 2;C.V.A.;10010 QUINCINETTO TO;QUINCINETTO;AO;45,5624124;7,8052884;NORD;U.P. N 1 - QUINCINETTO ;IDRICO;FLUENTE;SI;SI;NO;3;21
UP_SENDREN_1;;C.V.A. SPA;C.V.A. TRADING SRL;SENDREN;C.V.A.;GRESSONEY ST JEAN AO;GRESSONEY ST JEAN;AO;45,7803313;7,8250484;NORD;U.P. N 1 - SENDREN ;IDRICO;FLUENTE;SI;SI;NO;2;10
UP_SIGNAYES_1;;C.V.A. SPA;C.V.A. TRADING SRL;SIGNAYES;C.V.A.;SIGNAYES AO;SIGNAYES;AO;45,7578407;7,3123325;NORD;U.P. N 1 - SIGNAYES ;IDRICO;FLUENTE;SI;SI;NO;3;42
UP_ST._CLAIR_1;;C.V.A. SPA;C.V.A. TRADING SRL;ST. CLAIR;C.V.A.;SAN CLAIR AO;SAN CLAIR;AO;45,7435879;7,6215135;NORD;U.P. N 1 - ST. CLAIR ;IDRICO;FLUENTE;SI;SI;NO;4;31
UP_VERRES_1;;C.V.A. SPA;C.V.A. TRADING SRL;VERRES;C.V.A.;VERRES AO;VERRES;AO;45,6624352;7,6938048;NORD;U.P. N 1 - VERRES ;IDRICO;FLUENTE;SI;SI;NO;1,6;12,3
UP_ZUINO_1;;C.V.A. SPA;C.V.A. TRADING SRL;ZUINO;C.V.A.;ZUINO AO;ZUINO;AO;45,6974558;7,8640619;NORD;U.P. N  1 - ZUINO ;IDRICO;FLUENTE;SI;SI;NO;3;23
UP_TNRSDLMNSP_1;;DALMINE SPA;DALMINE SPA;TENARIS DALMINE S.P.A.;DALMINE;24044 DALMINE BG;DALMINE;BG;45,6502006;9,6049071;NORD;-;TERMICO;COMBINATO;SI;SI;NO;26,8;121,7
UP_MPNTLCSCLS_1;;DAUNIA ASCOLI;DUFERCO ENERGIA S.P.A.;IMPIANTO EOLICO ASCOLI SATRIANO;DUFERCO;71022 ASCOLI SATRIANO FG;ASCOLI SATRIANO;FG;41,2033413;15,5627449;SUD;Impianto eolico da 74 MW;EOLICO;EOLICO;SI;SI;NO;0;34
UP_MNTCLVELLO_1;;DAUNIA CALVELLO SRL;DUFERCO ENERGIA S.P.A.;MONTECALVELLO;DUFERCO;MONTECALVELLO VT;MONTECALVELLO;VT;42,5484176;12,2096566;SUD;OPERATORE RESPONSABILE E DI RIFERIMENTO ;EOLICO;EOLICO;SI;SI;NO;0;41,4
UP_CANDELA_2;;DAUNIA CANDELA SRL;DUFERCO ENERGIA S.P.A.;CANDELA;DUFERCO;71024 CANDELA FG;CANDELA;FG;41,1348576;15,5148587;SUD;IMPIANTO EOLICO ;EOLICO;EOLICO;SI;SI;NO;0;39,1
UP_MNTGNFAETO_1;;DAUNIA FAETO SRL;DUFERCO ENERGIA S.P.A.; MONTAGNA FAETO;DUFERCO;71020 FAETO FG;FAETO;FG;41,3233966;15,1626884;SUD;IMP EOLICO 7 WTG 2 MW ;EOLICO;EOLICO;SI;SI;NO;0;14
UP_SAVIGNANO_1;;DAUNIA SAVIGNANO SRL;DUFERCO ENERGIA S.P.A.;SAVIGNANO;DUFERCO;47039 SAVIGNANO SUL RUBICONE FC;SAVIGNANO SUL RUBICONE;FC;44,0936826;12,4007392;CSUD;PARCO EOLICO DI 38 TURBINE DA 2MW;EOLICO;EOLICO;SI;SI;NO;0;77,9
UP_SRRCPRIOLA_1;;DAUNIA SERRACAPRIOLA SRL;AXPO ITALIA SPA;SERRACAPRIOLA;AXPO;71010 SERRACAPRIOLA FG;SERRACAPRIOLA;FG;41,8085917;15,1599009;SUD;PARCO EOLICO 21 MACCHINE ENERCON DA 2 MW ;EOLICO;EOLICO;SI;SI;NO;0;42
UP_MONTAGUTO_1;;DAUNIA WIND SRL;DUFERCO ENERGIA S.P.A.;MONTAGUTO;DUFERCO;83030 MONTAGUTO AV;MONTAGUTO;AV;41,2496359;15,2481372;CSUD;IMP EOLICO ;EOLICO;EOLICO;SI;SI;NO;0;34,5
UP_SRRCPROLA2_1;;DAUNIA WIND SRL;AXPO ITALIA SPA;SERRACAPRIOLA 2;AXPO;71010 SERRACAPRIOLA FG;SERRACAPRIOLA;FG;41,8135917;15,1529009;SUD;Impianto eolico da 10 MW;EOLICO;EOLICO;SI;SI;NO;0;10
UP_DEGUSSA_1;;DEGUSSA ITALIA  SPA;AXPO ITALIA SPA;DEGUSSA;AXPO;26025 PANDINO CR;PANDINO;CR;45,4051588;9,5516252;NORD;UNITÀ DI PRODUZIONE 1 DELL`IMPIANTO DEGUSSA ;TERMICO;MISTO;NO;NO;NO;0,5;18
UP_SCLDLICETO_1;;DEL ENERGY S.R.L.;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;ASCOLI-DELICETO;GSE;71026 DELICETO FG;DELICETO;FG;41,2230168;15,3861953;SUD;IMPIANTO EOLICO DA 24 MW;EOLICO;EOLICO;SI;SI;NO;0;24
UP_DLCTOLICO2_1;;DELICETO WIND SRL;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;Deliceto Eolico 2;GSE;71026 DELICETO FG;DELICETO;FG;41,2280168;15,3791953;SUD;Impianto Eolico `Viticone` in loc. `Pozzo Salito -Viticone` - Deliceto (FG) - Deliceto Wind Srl ;EOLICO;EOLICO;SI;SI;NO;0;42
UP_GUARNIERI_1;;DEVELOP S.R.L.;EMMECIDUE SPA;GUARNIERI;EMMECIDUE;35010 CARMIGNANO DI BRENTA PD;CARMIGNANO DI BRENTA;PD;45,6290158;11,702301;SUD;La UPR è costituita da 7 aerogeneratori trifasi asincroni `NORDEX 100`, ciascuno da 2,5MW. ;EOLICO;EOLICO;SI;SI;NO;0;17,5
UP_DSTRCGNRZN_1;;DISTER ENERGIA SPA;AXPO ITALIA SPA;DISTER COGENERAZIONE;AXPO;48018 FAENZA RA;FAENZA;RA;44,2898527;11,8774091;NORD;CICLO COMBINATO TRIGENERATIVO ALIMENTATO A FONTI RINNOVABILI;TERMICO;RINNOVABILE PROGRAMMABILE;SI;SI;NO;4,5;34
UP_MEZZOC._M_1;;DOLOMITI EDISON ENERGY SRL;EDISON TRADING SPA;MEZZOCORONA;EDISON;38016 MEZZOCORONA TN;MEZZOCORONA;TN;46,2153444;11,1199184;NORD;IDRO MEZZOCORONA EDISON ;IDRICO;BACINO;SOSPESA;NO;NO;2;56
UP_TAIO_ED._1;;DOLOMITI EDISON ENERGY SRL;EDISON TRADING SPA;TAIO;EDISON;38012 TAIO TN;TAIO;TN;46,322425;11,0658028;NORD;IDRO TAIO EDISON ;IDRICO;SERBATOIO;SOSPESA;NO;NO;5;105
UP_CNTRLSCLMB_5;;DOLOMITI ENERGIA SPA;TRENTA SPA;CENTRALE S.COLOMBANO;TRENTA;38068 ROVERETO TN;ROVERETO;TN;45,89096;11,0401399;NORD;S.COLOMBANO GR01+GR02+GR03;IDRICO;FLUENTE;SI;SI;NO;0,1;20,75
UP_DTTCORLANO_1;;DOTTO SRL;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;DOTTO - CIORLANO;GSE;81010 CIORLANO CE;CIORLANO;CE;41,4499878;14,1596149;CSUD;PARCO EOLICO ;EOLICO;EOLICO;SI;SI;NO;0;20
UP_LLSVTTRDLL_2;;E.A.L.L. SRL;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;EALL - S. Vittore del Lazio ;GSE;03040 SAN VITTORE DEL LAZIO FR;SAN VITTORE DEL LAZIO;FR;41,4601815;13,9319409;CSUD;Unità di produzione da fonte rinnovabile in regime CIP6/92;TERMICO;MISTO;SI;SI;NO;7;14
UP_LLSVTTRDLL_3;;E.A.L.L. SRL;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;EALL - S. Vittore del Lazio ;GSE;03040 SAN VITTORE DEL LAZIO FR;SAN VITTORE DEL LAZIO;FR;41,4651815;13,9249409;CSUD;Unità di produzione di energia elettrica da fonte rinnovabile in regime CIP6/92;TERMICO;MISTO;SI;SI;NO;7;14
UP_LCDNCRRLLO_1;;ECOENERGIA CAMPANIA SRL;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;LACEDONIA CERRELLO;GSE;83046 LACEDONIA AV;LACEDONIA;AV;41,0499933;15,4210652;CSUD;IMPIANTO EOLICO COSTITUITO DA 5 AEROGENERATORI DA 3 MW  ;EOLICO;EOLICO;SI;SI;NO;0,1;15
UP_RNDCOSESTO_1;;ECOSESTO SPA;FALCK RENEWABLES ENERGY S.R.L;RENDE ECOSESTO;FRE;87036 RENDE CS;RENDE;CS;39,3321024;16,1805114;SUD;IMPIANTO A BIOMASSE SOLIDE;TERMICO;RINNOVABILE PROGRAMMABILE;SI;SI;NO;8;14,3
UP_BARCIS_1;;EDIPOWER SPA;A2A TRADING SRL;BARCIS;A2A;33080 BARCIS PN;BARCIS;PN;46,1906793;12,5573427;NORD;BARCIS ;IDRICO;FLUENTE;SI;SI;NO;4;25
UP_CALORE_1;;EDIPOWER SPA;IREN MERCATO SPA;CALORE;IREN;83050 SAN MANGO SUL CALORE AV;SAN MANGO SUL CALORE;AV;40,9597165;14,9676577;CSUD;A ;IDRICO;FLUENTE;SI;SI;NO;0,7;9,409
UP_CHIAVENNA_1;;EDIPOWER SPA;A2A TRADING SRL;CHIAVENNA;A2A;23022 CHIAVENNA SO;CHIAVENNA;SO;46,3211092;9,3895542;NORD;C.LE DI CHIAVENNA ;IDRICO;FLUENTE;SI;SI;NO;12;60,074
UP_CORDENONS_1;;EDIPOWER SPA;A2A TRADING SRL;CORDENONS;A2A;33084 CORDENONS PN;CORDENONS;PN;45,9805209;12,6824376;NORD;Unità di Produzione n 1 dell`Impianto CORDENONS ;IDRICO;FLUENTE;SI;SI;NO;1,5;11
UP_GORDONA_1;;EDIPOWER SPA;A2A TRADING SRL;GORDONA;A2A;23020 GORDONA SO;GORDONA;SO;46,291675;9,3621115;NORD;GORDONA ;IDRICO;FLUENTE;SI;SI;NO;7,9;14
UP_SLTMDESIMO_1;;EDIPOWER SPA;A2A TRADING SRL;ISOLATO MADESIMO;A2A;23024 MADESIMO SO;MADESIMO;SO;46,4385394;9,3543315;NORD;ISOLATO MADESIMO ;IDRICO;BACINO;SOSPESA;NO;NO;9;16,5
UP_SLTOSPLUGA_1;;EDIPOWER SPA;A2A TRADING SRL;ISOLATO SPLUGA;A2A;23024 MADESIMO SO;MADESIMO;SO;46,4435394;9,3473315;NORD;ISOLATO SPLUGA ;IDRICO;SERBATOIO;SOSPESA;NO;NO;0;42,5
UP_MESE_1;PIP;EDIPOWER SPA;A2A TRADING SRL;MESE;A2A;23020 MESE SO;MESE;SO;46,3090793;9,374288;NORD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO MESE ;IDRICO;FLUENTE;SI;SI;NO;0;164,34
UP_PIACENZA_3;;EDIPOWER SPA;EDIPOWER SPA;PIACENZA;EDISON; PIACENZA PC;PIACENZA;PC;45,0526206;9,6929845;NORD;Unità di Produzione n 1 dell`Impianto PIACENZA ;TERMICO;TRADIZIONALE;NO;NO;NO;51;286
UP_PONTE_GIU_1;;EDIPOWER SPA;A2A TRADING SRL;PONTE GIULIO;A2A;33086 MONTEREALE VALCELLINA PN;MONTEREALE VALCELLINA;PN;46,151124;12,6354236;NORD;Unità di Produzione n 1 dell`Impianto PONTE GIULIO ;IDRICO;FLUENTE;SI;SI;NO;1,6;18
UP_PRESTONE_1;;EDIPOWER SPA;A2A TRADING SRL;PRESTONE;A2A;23021 CAMPODOLCINO SO;CAMPODOLCINO;SO;46,4012845;9,3426949;NORD;Unità di Produzione n 1 dell`Impianto PRESTONE ;IDRICO;BACINO;SOSPESA;NO;NO;12;24,4
UP_S.F._DEL_3;;EDIPOWER SPA;EDIPOWER SPA;SAN FILIPPO DEL MELA ;EDISON;98044 SAN FILIPPO DEL MELA ME;SAN FILIPPO DEL MELA;ME;38,1791648;15,2602899;SICI;Unità di Produzione n 3 dell`Impianto S.F. DEL MELA C.LE;TERMICO;TRADIZIONALE;NO;NO;NO;58;150
UP_S.F._DEL_4;;EDIPOWER SPA;EDIPOWER SPA;SAN FILIPPO DEL MELA ;EDISON;98044 SAN FILIPPO DEL MELA ME;SAN FILIPPO DEL MELA;ME;38,1741648;15,2672899;SICI;Unità di Produzione n 4 dell`Impianto S.F. DEL MELA C.LE;TERMICO;TRADIZIONALE;NO;NO;NO;58;150
UP_SBERNARDO_1;;EDIPOWER SPA;A2A TRADING SRL;S.BERNARDO;A2A;23020 SAN GIACOMO FILIPPO SO;SAN GIACOMO FILIPPO;SO;46,3373586;9,3682222;NORD;S. BERNARDO ;IDRICO;SERBATOIO;SOSPESA;NO;NO;0;34,2
UP_SERMIDE_1;;EDIPOWER SPA;EDIPOWER SPA;SERMIDE;EDISON;46028 SERMIDE MN;SERMIDE;MN;45,0039927;11,2991526;NORD;Unità di Produzione n1 dell Impianto SERMIDE ;TERMICO;TRADIZIONALE;NO;NO;NO;128;300
UP_SERMIDE_2;;EDIPOWER SPA;EDIPOWER SPA;SERMIDE;EDISON;46028 SERMIDE MN;SERMIDE;MN;45,0089927;11,2921526;NORD;Unità di Produzione n 2 dell`Impianto SERMIDE ;TERMICO;TRADIZIONALE;NO;NO;NO;128;300
UP_S.FOCA_1;;EDIPOWER SPA;A2A TRADING SRL;S.FOCA;A2A;33080 SAN FOCA PN;SAN FOCA;PN;46,0589794;12,6918397;NORD;Unità di Produzione n 1 dell`Impianto S.FOCA ;IDRICO;FLUENTE;SI;SI;NO;3;11,7
UP_S.LEONARD_1;;EDIPOWER SPA;A2A TRADING SRL;S.LEONARDO;A2A;33086 SAN LEONARDO PN;SAN LEONARDO;PN;46,0980077;12,6824327;NORD;Unità di Produzione n 1 dell`Impianto S.LEONARDO ;IDRICO;FLUENTE;SI;SI;NO;6;18,2
UP_SOMPLAGO_1;;EDIPOWER SPA;EDIPOWER SPA;SOMPLAGO;EDISON;SOMPLAGO UD;SOMPLAGO;UD;46,3491942;13,0671185;NORD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO SOMPLAGO ;IDRICO;BACINO;NO;NO;NO;10;50
UP_TANAGRO_1;;EDIPOWER SPA;IREN MERCATO SPA;TANAGRO;IREN;84030 SAN PIETRO AL TANAGRO SA;SAN PIETRO AL TANAGRO;SA;40,4585812;15,4799582;CSUD;Unità di Produzione n 1 dell`Impianto TANAGRO ;IDRICO;FLUENTE;SI;SI;NO;1,82;18,2
UP_TURBIGO_1;;EDIPOWER SPA;IREN MERCATO SPA;TURBIGO;IREN;20029 TURBIGO MI;TURBIGO;MI;45,5329915;8,736665;NORD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO TURBIGO;TERMICO;TRADIZIONALE;NO;NO;NO;44;211
UP_TURBIGO_2;;EDIPOWER SPA;IREN MERCATO SPA;TURBIGO;IREN;20029 TURBIGO MI;TURBIGO;MI;45,5379915;8,729665;NORD;UNITÀ DI PRODUZIONE N 2 DELL`IMPIANTO TURBIGO;TERMICO;TRADIZIONALE;NO;NO;NO;116;279
UP_TUSCIANO_1;;EDIPOWER SPA;IREN MERCATO SPA;TUSCIANO;IREN;84062 OLEVANO SUL TUSCIANO SA;OLEVANO SUL TUSCIANO;SA;40,6683036;15,0265195;CSUD;Unità di Produzione n 1 dell`Impianto TUSCIANO ;IDRICO;FLUENTE;SI;SI;NO;0,93;9,3
UP_VILLA_RIN_1;;EDIPOWER SPA;A2A TRADING SRL;VILLA RINALDI;A2A;33080 SAN QUIRINO PN;SAN QUIRINO;PN;46,0367355;12,6800742;NORD;Unità di Produzione n 1 dell`Impianto VILLA RINALDI ;IDRICO;FLUENTE;SI;SI;NO;2,9;10,2
UP_FNMPLMENTO_1;;EDISON ENERGIE SPECIALI SPA;EDISON TRADING SPA;FOIANO AMPLIAMENTO;EDISON;FOIANO BN;FOIANO;BN;41,3531683;14,9809775;CSUD;Impianto eolico da 17 MW formato da 20 WTG modello Vestas V52 da 850 kW.;EOLICO;EOLICO;SI;SI;NO;0;17
UP_LUCITO_1;;EDISON ENERGIE SPECIALI SPA;EDISON TRADING SPA;LUCITO;EDISON;86030 LUCITO CB;LUCITO;CB;41,7319368;14,6879876;SUD;PARCO EOLICO EDENS DI LUCITO ;EOLICO;EOLICO;SI;SI;NO;0;34
UP_MELISSA_1;;EDISON ENERGIE SPECIALI SPA;EDISON TRADING SPA;MELISSA;EDISON;88814 MELISSA KR;MELISSA;KR;39,3091119;17,0271259;SUD;PARCO EOLICO EDENS DI MELISSA/STRONGOLI ;EOLICO;EOLICO;SI;SI;NO;0;50
UP_MISTRETTA_1;;EDISON ENERGIE SPECIALI SPA;EDISON TRADING SPA;MISTRETTA;EDISON;98073 MISTRETTA ME;MISTRETTA;ME;37,9278007;14,3625707;SICI;PARCO EOLICO EDENS DI MISTRETTA;EOLICO;EOLICO;SI;SI;NO;0;30
UP_MNTFALCONE_1;;EDISON ENERGIE SPECIALI SPA;EDISON TRADING SPA;MONTEFALCONE;EDISON;82020 SAN GIORGIO LA MOLARA BN;SAN GIORGIO LA MOLARA;BN;41,2709636;14,9201891;CSUD;EOLO MONTEFALCONE EDENS ;EOLICO;EOLICO;SI;SI;NO;0;16,2
UP_MNTFRRANTEN_5;;EDISON ENERGIE SPECIALI SPA;EDISON TRADING SPA;MONTEFERRANTE;EDISON;66040 MONTEFERRANTE CH;MONTEFERRANTE;CH;41,9522905;14,3886119;CSUD;NUOVO MONTEFERRANTE 5 ;EOLICO;EOLICO;SI;SI;NO;0;32,04
UP_MNTFRRANTE_4;;EDISON ENERGIE SPECIALI SPA;EDISON TRADING SPA;MONTEFERRANTE;EDISON;66040 MONTEFERRANTE CH;MONTEFERRANTE;CH;41,9572905;14,3816119;CSUD;EOLO MONTEFERRANTE EDENS (TRAFO 1) ;EOLICO;EOLICO;SI;SI;NO;0;14,4
UP_MNTFRRANTE_5;;EDISON ENERGIE SPECIALI SPA;ACQUIRENTE UNICO SPA;MONTEFERRANTE;AU;66040 MONTEFERRANTE CH;MONTEFERRANTE;CH;41,9622905;14,3746119;CSUD;EOLO MONTEFERRANTE EDENS (TRAFO 2)+ 24 WTG WESTAS ;EOLICO;EOLICO;NO;NO;NO;0;32,64
UP_MNTFRRANTE_6;;EDISON ENERGIE SPECIALI SPA;EDISON TRADING SPA;MONTEFERRANTE;EDISON;66040 MONTEFERRANTE CH;MONTEFERRANTE;CH;41,9672905;14,3676119;CSUD;EOLO MONTEFERRANTE EDENS(TRAFO 3) ;EOLICO;EOLICO;NO;NO;NO;0;7,8
UP_MNTFRRANTE_7;;EDISON ENERGIE SPECIALI SPA;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;MONTEFERRANTE;GSE;66040 MONTEFERRANTE CH;MONTEFERRANTE;CH;41,9722905;14,3606119;CSUD;EOLO MONTEFERRANTE EDENS (CIP6_1) ;EOLICO;EOLICO;SI;SI;NO;0;18
UP_MNTFRRANTE_8;;EDISON ENERGIE SPECIALI SPA;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;MONTEFERRANTE;GSE;66040 MONTEFERRANTE CH;MONTEFERRANTE;CH;41,9772905;14,3536119;CSUD;EOLO MONTEFERRANTE EDENS (CIP6_2),25 WTG 0,6 MW ;EOLICO;EOLICO;SI;SI;NO;0;14,4
UP_MNTFRRANTE_9;;EDISON ENERGIE SPECIALI SPA;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;MONTEFERRANTE;GSE;66040 MONTEFERRANTE CH;MONTEFERRANTE;CH;41,9822905;14,3466119;CSUD;EOLO MONTEFERRANTE EDENS (CIP6_3) ;EOLICO;EOLICO;SI;SI;NO;0;26,4
UP_ORSARA_4;;EDISON ENERGIE SPECIALI SPA;EDISON TRADING SPA;ORSARA;EDISON;71027 ORSARA DI PUGLIA FG;ORSARA DI PUGLIA;FG;41,2781889;15,2667356;SUD;EOLO ORSARA EDENS (TRAFO 3 IN ASSETTO NORMALE + TRAFO 2 IN EMERGENZA) ;EOLICO;EOLICO;SI;SI;NO;0;26,4
UP_ORSARA_5;;EDISON ENERGIE SPECIALI SPA;EDISON TRADING SPA;ORSARA;EDISON;71027 ORSARA DI PUGLIA FG;ORSARA DI PUGLIA;FG;41,2831889;15,2597356;SUD;EOLO ORSARA EDENS (CIP6_1) ;EOLICO;EOLICO;SI;SI;NO;0;18
UP_RPABOTTONI_1;;EDISON ENERGIE SPECIALI SPA;EDISON TRADING SPA;RIPABOTTONI;EDISON;86040 RIPABOTTONI CB;RIPABOTTONI;CB;41,6901577;14,8090717;SUD;EOLO RIPABOTTONI ;EOLICO;EOLICO;SI;SI;NO;0;15,84
